date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:48:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:11%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-password.css?v=103124485985703196321643572600	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-passwordb748.css	(from https://metafang.com/password)
21:48:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:12%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/base.css?v=183019150457583994121644567265	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/base38ca.css	(from https://metafang.com/password)
21:48:15	4638/4638	---MCZ	200	added ('OK')	text/css	date:Tue,%2019%20Jul%202022%2012:54:46%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-password.css?v=103124485985703196321643572600	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-passwordb748.css	(from https://metafang.com/password)
21:48:15	48595/48595	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20May%202022%2020:13:04%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/base.css?v=183019150457583994121644567265	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/base38ca.css	(from https://metafang.com/password)
21:48:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:12%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-list-social.css?v=52211663153726659061643572585	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-list-socialb97f.css	(from https://metafang.com/password)
21:48:16	428/428	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20May%202022%2020:13:04%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-list-social.css?v=52211663153726659061643572585	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-list-socialb97f.css	(from https://metafang.com/password)
21:48:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:13%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/global.js?v=138967679220690932761643572596	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/global8ddc.js	(from https://metafang.com/password)
21:48:16	30195/30195	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2012%20May%202022%2004:36:47%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/global.js?v=138967679220690932761643572596	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/global8ddc.js	(from https://metafang.com/password)
21:48:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:13%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/details-modal.js?v=4511761896672669691643572607	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/details-modale859.js	(from https://metafang.com/password)
21:48:17	1755/1755	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2002%20May%202022%2020:13:04%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/details-modal.js?v=4511761896672669691643572607	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/details-modale859.js	(from https://metafang.com/password)
21:48:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:14%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/password-modal.js?v=77921935531001391111643572597	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/password-modalf967.js	(from https://metafang.com/password)
21:48:17	248/248	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2019%20Jul%202022%2012:54:46%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/password-modal.js?v=77921935531001391111643572597	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/password-modalf967.js	(from https://metafang.com/password)
21:48:18	95/95	---MC-	302	error ('Found')	text/html	date:Mon,%2008%20Aug%202022%2018:48:14%20GMT	https://metafang.com/POST	C:/Benim%20Web%20Sitex/deneme1/metafang.com/POST.14.delayed	(from https://metafang.com/password)
21:48:18	81909/81909	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2008%20Aug%202022%2014:40:02%20GMT	https://cdn.shopify.com/s/trekkie.storefront.0f2fb07176533a135679c686c8126e41b2a6af16.min.js	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/trekkie.storefront.0f2fb07176533a135679c686c8126e41b2a6af16.min.js	(from https://metafang.com/password)
21:48:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:15%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://metafang.com/password)
21:48:19	8318/8318	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2008%20Aug%202022%2015:00:56%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://metafang.com/password)
21:48:19	59401/59401	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Jun%202022%2016:57:24%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://metafang.com/password)
21:48:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:16%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/files/mlogo_b750e1ed-da95-41bb-acb3-1568a44e974a_500x500.png?v=1644115485	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/files/mlogo_b750e1ed-da95-41bb-acb3-1568a44e974a_500x5001a6f.png	(from https://metafang.com/password)
21:48:20	11998/11998	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Jul%202022%2013:23:42%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/files/mlogo_b750e1ed-da95-41bb-acb3-1568a44e974a_500x500.png?v=1644115485	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/files/mlogo_b750e1ed-da95-41bb-acb3-1568a44e974a_500x5001a6f.png	(from https://metafang.com/password)
21:48:20	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2008%20Aug%202022%2018:48:17%20GMT	https://metafang.com/admin	C:/Benim%20Web%20Sitex/deneme1/metafang.com/admin	(from https://metafang.com/password)
21:48:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:17%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-image-banner.css?v=176487564440668880141643572590	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-image-banner8439.css	(from https://metafang.com/password)
21:48:21	7427/7427	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20May%202022%2020:13:04%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-image-banner.css?v=176487564440668880141643572590	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-image-banner8439.css	(from https://metafang.com/password)
21:48:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:18%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-newsletter.css?v=103472482056003053551643572609	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-newsletterc14b.css	(from https://metafang.com/password)
21:48:21	1324/1324	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20May%202022%2020:13:04%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-newsletter.css?v=103472482056003053551643572609	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-newsletterc14b.css	(from https://metafang.com/password)
21:48:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:18%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/newsletter-section.css?v=62410470717655853621643572600	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/newsletter-section68f6.css	(from https://metafang.com/password)
21:48:22	850/850	---MCZ	200	added ('OK')	text/css	date:Tue,%2019%20Jul%202022%2012:54:46%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/newsletter-section.css?v=62410470717655853621643572600	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/newsletter-section68f6.css	(from https://metafang.com/password)
21:48:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:19%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-email-signup-banner.css?v=32103693347057610201643572599	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-email-signup-bannerec03.css	(from https://metafang.com/password)
21:48:22	2298/2298	---MCZ	200	added ('OK')	text/css	date:Tue,%2019%20Jul%202022%2012:54:46%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-email-signup-banner.css?v=32103693347057610201643572599	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/section-email-signup-bannerec03.css	(from https://metafang.com/password)
21:48:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2018:48:19%20GMT	http://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-rte.css?v=69919436638515329781643572610	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-rte0938.css	(from https://metafang.com/password)
21:48:22	1151/1151	---MCZ	200	added ('OK')	text/css	date:Thu,%2009%20Jun%202022%2009:24:01%20GMT	https://cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-rte.css?v=69919436638515329781643572610	C:/Benim%20Web%20Sitex/deneme1/cdn.shopify.com/s/files/1/0624/6606/4601/t/1/assets/component-rte0938.css	(from https://metafang.com/password)
21:48:23	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2008%20Aug%202022%2018:48:20%20GMT	https://metafang.com/admin	C:/Benim%20Web%20Sitex/deneme1/metafang.com/admin	(from https://metafang.com/password)
